latitude,longitude
17.360589,78.4740613
10.9094334,78.3665347
10.9094334,78.3665347
23.0216238,72.5797068
17.360589,78.4740613
25.6093239,85.1235252
44.2204591,28.594465
30.7334421,76.7797143
-33.8548157,151.2164539
13.0836939,80.270186
28.6517178,77.2219388
12.7948109,79.0006410968549
28.5421109,-81.3790304
43.157285,-77.615214
33.1506744,-96.8236116
51.4920057,-0.1718178
32.7174202,-117.1627728
39.9527237,-75.1635262
12.7948109,79.0006410968549
21.6637359,81.8406351
20.4686,85.8792
15.9240905,80.1863809
28.1083929,84.0917139
10.9094334,78.3665347
41.7655582,-72.69061276146614
28.5707841,77.3271074
33.7489924,-84.3902644
28.485169399999997,77.19637972381611
12.9791198,77.5912997
0.0,0.0
10.9094334,78.3665347
13.0836939,80.270186
42.4310806,-83.4832262
13.0836939,80.270186
22.5726723,88.3638815
12.94514225,77.55364499971128
13.0836939,80.270186
52.2034823,0.1235817
26.9154576,75.8189817
28.6138954,77.2090057
40.7127281,-74.0060152
16.6691525,80.7190024
13.0836939,80.270186
13.0836939,80.270186
37.7790262,-122.419906
26.9154576,75.8189817
37.2333253,-121.6846349
23.7952809,86.4309638
43.6534817,-79.3839347
13.0836939,80.270186
10.0118206,76.2769256718824
17.360589,78.4740613
12.94514225,77.55364499971128
18.63796385,73.79177116440225
15.9240905,80.1863809
13.0836939,80.270186
12.94514225,77.55364499971128
12.94514225,77.55364499971128
10.9094334,78.3665347
10.9094334,78.3665347
37.7884969,-122.3558473
32.7174202,-117.1627728
19.0759899,72.8773928
17.360589,78.4740613
22.3511148,78.6677428
37.7790262,-122.419906
10.9094334,78.3665347
42.8867166,-78.8783922
28.5707841,77.3271074
22.3511148,78.6677428
27.87698975,78.13729027600994
13.0836939,80.270186
28.6517178,77.2219388
28.6517178,77.2219388
22.7203616,75.8681996
24.0002488,53.9994829
43.6534817,-79.3839347
10.9094334,78.3665347
24.0002488,53.9994829
28.6138954,77.2090057
17.360589,78.4740613
24.4538352,54.3774014
9.8971914,78.1365192
22.3511148,78.6677428
42.6511674,-73.754968
26.8381,80.9346001
12.9791198,77.5912997
19.1943294,72.9701779
12.5035635,74.990834
10.9094334,78.3665347
43.7146484,-79.58875654053686
12.9791198,77.5912997
28.42826235,77.00270014657752
39.2014405,-85.9213796
22.2973142,73.1942567
12.94514225,77.55364499971128
22.3364709,91.8260479
17.360589,78.4740613
19.0759899,72.8773928
17.360589,78.4740613
12.94514225,77.55364499971128
23.8143419,77.5340719
22.5726723,88.3638815
49.2433804,-122.9725459
13.0836939,80.270186
10.9094334,78.3665347
33.4255056,-111.9400091
26.4402119,80.26930513416637
12.94514225,77.55364499971128
51.510087,-0.1346493
10.3528744,76.5120396
28.485169399999997,77.19637972381611
10.9094334,78.3665347
18.521428,73.8544541
12.7948109,79.0006410968549
25.48877345,74.69961283584024
10.9094334,78.3665347
12.9791198,77.5912997
25.2158916,88.1933032
28.6517178,77.2219388
22.3511148,78.6677428
12.9791198,77.5912997
30.2093363,75.8184224340909
12.94514225,77.55364499971128
12.94514225,77.55364499971128
23.9739374,120.9820179
13.0836939,80.270186
11.9340568,79.8306447
25.3356491,83.0076292
22.2973142,73.1942567
12.94514225,77.55364499971128
12.94514225,77.55364499971128
40.7127281,-74.0060152
17.360589,78.4740613
-20.1116941,-40.1831179
19.0759899,72.8773928
30.7334421,76.7797143
9.6287383,76.64553257124857
28.42826235,77.00270014657752
10.9094334,78.3665347
11.0018115,76.9628425
29.2733964,47.4979476
17.360589,78.4740613
12.94514225,77.55364499971128
17.5,80.333333
12.94514225,77.55364499971128
10.7691989,76.6512469
47.6038321,-122.3300624
28.9010899,76.5801935
28.6517178,77.2219388
28.69854835,77.21939141568413
52.383705750000004,4.643559696559635
12.1004018,75.2308358
10.9094334,78.3665347
-37.8142176,144.9631608
12.94514225,77.55364499971128
28.6138954,77.2090057
49.2608724,-123.1139529
17.31298265,78.43372391402569
28.6479519,77.08556541088615
10.9094334,78.3665347
10.9094334,78.3665347
12.9791198,77.5912997
12.94514225,77.55364499971128
17.360589,78.4740613
10.9094334,78.3665347
10.9094334,78.3665347
10.9094334,78.3665347
10.9094334,78.3665347
22.2973142,73.1942567
10.9094334,78.3665347
26.9154576,75.8189817
13.0836939,80.270186
10.9094334,78.3665347
22.5726723,88.3638815
25.6093239,85.1235252
22.9964948,87.6855882
30.2711286,-97.7436995
28.6517178,77.2219388
12.94514225,77.55364499971128
23.3700354,85.3250132
32.7174202,-117.1627728
13.0836939,80.270186
19.1943294,72.9701779
28.42826235,77.00270014657752
12.94514225,77.55364499971128
23.2584857,77.401989
10.9094334,78.3665347
43.5896231,-79.6443879
19.0759899,72.8773928
13.084101,79.6704084
24.0002488,53.9994829
13.0836939,80.270186
10.9094334,78.3665347
13.0836939,80.270186
28.6517178,77.2219388
23.2584857,77.401989
13.0836939,80.270186
12.94514225,77.55364499971128
13.0836939,80.270186
38.6779591,-121.1760583
17.360589,78.4740613
22.3511148,78.6677428
12.94514225,77.55364499971128
17.360589,78.4740613
13.1601048,79.15555061803596
8.576970549999999,77.05012463730725
17.360589,78.4740613
22.5726723,88.3638815
10.9094334,78.3665347
12.9791198,77.5912997
10.9094334,78.3665347
12.7948109,79.0006410968549
12.94514225,77.55364499971128
13.0836939,80.270186
28.5707841,77.3271074
12.94514225,77.55364499971128
-27.4689682,153.0234991
22.3511148,78.6677428
12.94514225,77.55364499971128
19.1943294,72.9701779
22.5726723,88.3638815
13.0836939,80.270186
17.360589,78.4740613
26.8381,80.9346001
15.9240905,80.1863809
22.5726723,88.3638815
10.9094334,78.3665347
8.576970549999999,77.05012463730725
16.6691525,80.7190024
1.357107,103.8194992
13.0836939,80.270186
10.0118206,76.2769256718824
10.9094334,78.3665347
13.0836939,80.270186
40.7970382,-74.4809868
18.521428,73.8544541
12.94514225,77.55364499971128
28.5707841,77.3271074
45.5228939,-122.989827
48.5236164,9.0535531
30.3255646,78.0436813
12.94514225,77.55364499971128
28.6138954,77.2090057
-26.1810111,28.2900087
22.3511148,78.6677428
13.6316368,79.4231711
23.2584857,77.401989
32.7174202,-117.1627728
12.9791198,77.5912997
30.9090157,75.851601
10.9094334,78.3665347
12.94514225,77.55364499971128
12.7948109,79.0006410968549
12.9722943,77.5829172
28.69854835,77.21939141568413
12.94514225,77.55364499971128
12.94514225,77.55364499971128
28.6517178,77.2219388
12.94514225,77.55364499971128
13.0836939,80.270186
17.360589,78.4740613
12.94514225,77.55364499971128
39.7837304,-100.4458825
12.9791198,77.5912997
12.94514225,77.55364499971128
38.6779591,-121.1760583
10.9094334,78.3665347
13.0836939,80.270186
22.5726723,88.3638815
18.16984395,76.11796321159572
12.94514225,77.55364499971128
22.3511148,78.6677428
17.360589,78.4740613
10.804973,78.6870296
10.9094334,78.3665347
13.1394221,79.9070839
12.7948109,79.0006410968549
17.360589,78.4740613
43.5896231,-79.6443879
-34.8741198,150.6004709
23.3700354,85.3250132
10.9094334,78.3665347
-36.5986096,144.6780052
13.0836939,80.270186
10.804973,78.6870296
12.94514225,77.55364499971128
28.42826235,77.00270014657752
13.0836939,80.270186
32.753177,-97.3327459
26.9154576,75.8189817
28.4646148,77.0299194
17.360589,78.4740613
12.9791198,77.5912997
52.865196,-7.9794599
13.0836939,80.270186
12.94514225,77.55364499971128
10.3528744,76.5120396
18.521428,73.8544541
22.2973142,73.1942567
12.7948109,79.0006410968549
12.7948109,79.0006410968549
29.0,76.0
28.42826235,77.00270014657752
22.2973142,73.1942567
22.5726723,88.3638815
18.521428,73.8544541
10.9094334,78.3665347
10.9094334,78.3665347
13.0836939,80.270186
12.9791198,77.5912997
12.9791198,77.5912997
23.2584857,77.401989
13.0836939,80.270186
12.94514225,77.55364499971128
18.521428,73.8544541
23.0216238,72.5797068
27.57324325,78.11173866751716
15.5075545,80.06080046754784
10.9094334,78.3665347
13.0836939,80.270186
17.360589,78.4740613
59.6749712,14.5208584
19.0759899,72.8773928
12.94514225,77.55364499971128
13.0836939,80.270186
12.94514225,77.55364499971128
10.9094334,78.3665347
12.94514225,77.55364499971128
12.7948109,79.0006410968549
13.6316368,79.4231711
12.9791198,77.5912997
10.9094334,78.3665347
26.8381,80.9346001
13.0836939,80.270186
12.9791198,77.5912997
59.8586126,17.6387436
26.8381,80.9346001
13.1601048,79.15555061803596
10.9094334,78.3665347
12.94514225,77.55364499971128
28.5707841,77.3271074
13.0836939,80.270186
14.4493717,79.9873763
51.496561,-0.3252481416413374
28.6517178,77.2219388
12.94514225,77.55364499971128
17.0,81.166667
18.9068356,75.6741579
10.5256264,76.2132542
21.1864607,72.8081281
17.360589,78.4740613
12.94514225,77.55364499971128
10.9094334,78.3665347
12.7948109,79.0006410968549
10.9094334,78.3665347
22.3511148,78.6677428
51.487247,-0.122859
12.3051828,76.6553609
12.94514225,77.55364499971128
12.94514225,77.55364499971128
43.6534817,-79.3839347
10.9094334,78.3665347
20.2667774,85.8435592
10.9094334,78.3665347
17.360589,78.4740613
12.94514225,77.55364499971128
28.6517178,77.2219388
26.8381,80.9346001
19.0759899,72.8773928
12.94514225,77.55364499971128
18.521428,73.8544541
13.0836939,80.270186
10.9094334,78.3665347
12.94514225,77.55364499971128
12.9791198,77.5912997
28.5707841,77.3271074
22.5726723,88.3638815
12.9791198,77.5912997
43.0116784,-88.2314813
17.360589,78.4740613
51.4392648,5.478633
19.4129711,85.04710406447731
47.521553600000004,-122.37639223090079
12.9791198,77.5912997
47.9960901,7.8494005
23.2584857,77.401989
26.4207265,84.37406407415165
13.0836939,80.270186
12.94514225,77.55364499971128
10.9094334,78.3665347
10.9094334,78.3665347
17.360589,78.4740613
10.9094334,78.3665347
13.0836939,80.270186
23.2584857,77.401989
26.4207265,84.37406407415165
13.0836939,80.270186
12.94514225,77.55364499971128
10.9094334,78.3665347
10.9094334,78.3665347
17.360589,78.4740613
10.9094334,78.3665347
13.0836939,80.270186
44.8709699,-0.5474899
18.521428,73.8544541
42.3696008,-83.15050668453688
31.29201065,75.56805772253911
22.5726723,88.3638815
23.2584857,77.401989
28.1287995,75.3992581
52.4081812,-1.510477
11.0018115,76.9628425
12.94514225,77.55364499971128
10.9094334,78.3665347
10.0118206,76.2769256718824
18.521428,73.8544541
22.3511148,78.6677428
12.9791198,77.5912997
22.3511148,78.6677428
28.6517178,77.2219388
16.5096679,80.5184535
13.0836939,80.270186
20.2602964,85.8394521
19.0759899,72.8773928
17.360589,78.4740613
18.521428,73.8544541
10.9094334,78.3665347
22.7203616,75.8681996
12.7948109,79.0006410968549
15.9240905,80.1863809
22.555454,114.0543297
25.6242618,42.3528328
-26.8748603,-52.4035964
12.9791198,77.5912997
30.2711286,-97.7436995
26.724789,82.79326865024002
13.0836939,80.270186
23.0216238,72.5797068
12.94514225,77.55364499971128
51.5073219,-0.1276474
10.9094334,78.3665347
18.521428,73.8544541
18.63796385,73.79177116440225
22.3511148,78.6677428
22.555454,114.0543297
17.63612885,74.29827807601782
12.94514225,77.55364499971128
12.7948109,79.0006410968549
28.6138954,77.2090057
11.2586082,75.7788735
13.0836939,80.270186
21.19903535,81.3979545573657
15.9240905,80.1863809
13.0836939,80.270186
15.8309251,78.0425373
16.5087586,80.6185102
13.0836939,80.270186
12.94514225,77.55364499971128
28.0314402,120.3776638
12.94514225,77.55364499971128
12.94514225,77.55364499971128
10.3528744,76.5120396
38.6779591,-121.1760583
37.3228934,-122.0322895
13.0836939,80.270186
12.94514225,77.55364499971128
28.5707841,77.3271074
-33.8548157,151.2164539
12.7948109,79.0006410968549
22.555454,114.0543297
17.63612885,74.29827807601782
12.94514225,77.55364499971128
12.7948109,79.0006410968549
28.6138954,77.2090057
11.2586082,75.7788735
13.0836939,80.270186
21.19903535,81.3979545573657
15.9240905,80.1863809
13.0836939,80.270186
15.8309251,78.0425373
16.5087586,80.6185102
13.0836939,80.270186
12.94514225,77.55364499971128
28.0314402,120.3776638
12.94514225,77.55364499971128
12.94514225,77.55364499971128
10.3528744,76.5120396
38.6779591,-121.1760583
37.3228934,-122.0322895
13.0836939,80.270186
12.94514225,77.55364499971128
28.5707841,77.3271074
-33.8548157,151.2164539
12.7948109,79.0006410968549
13.0836939,80.270186
13.0836939,80.270186
28.6517178,77.2219388
18.9068356,75.6741579
1.357107,103.8194992
10.9094334,78.3665347
28.42826235,77.00270014657752
22.3511148,78.6677428
12.94514225,77.55364499971128
28.4646148,77.0299194
13.0836939,80.270186
31.6343083,74.8736788
12.9791198,77.5912997
17.360589,78.4740613
13.0836939,80.270186
34.0536909,-118.242766
13.0836939,80.270186
19.0759899,72.8773928
10.7691989,76.6512469
18.9068356,75.6741579
12.9791198,77.5912997
28.42826235,77.00270014657752
28.1083929,84.0917139
18.521428,73.8544541
13.0836939,80.270186
12.94514225,77.55364499971128
8.7012203,77.5792694
28.6138954,77.2090057
15.9240905,80.1863809
28.485169399999997,77.19637972381611
19.0759899,72.8773928
12.9791198,77.5912997
-18.1239696,179.0122737
12.9791198,77.5912997
22.350627,114.1849161
12.6840886,79.9836371
17.530243050000003,78.39788967664461
26.8381,80.9346001
12.94514225,77.55364499971128
10.9094334,78.3665347
15.9240905,80.1863809
12.9791198,77.5912997
13.0836939,80.270186
23.2584857,77.401989
10.9094334,78.3665347
21.2379469,81.6336833
13.31217355,79.59793429354428
13.0836939,80.270186
17.360589,78.4740613
12.94514225,77.55364499971128
10.9094334,78.3665347
10.0118206,76.2769256718824
17.360589,78.4740613
21.6637359,81.8406351
10.9094334,78.3665347
12.9791198,77.5912997
12.94514225,77.55364499971128
12.94514225,77.55364499971128
10.9094334,78.3665347
28.4029786,77.3103837
11.369204400000001,77.67662686841793
22.3388828,77.0929933
10.9094334,78.3665347
13.0836939,80.270186
28.6138954,77.2090057
12.94514225,77.55364499971128
13.31217355,79.59793429354428
28.4029786,77.3103837
12.94514225,77.55364499971128
26.4402119,80.26930513416637
16.8502534,74.5948885
12.9791198,77.5912997
12.94514225,77.55364499971128
61.0666922,-107.991707
10.9094334,78.3665347
13.0836939,80.270186
33.194690300000005,-87.56176868745806
1.5333554,32.2166578
28.4029786,77.3103837
12.9791198,77.5912997
25.5379432,91.2999102
40.7281575,-74.0776417
10.0118206,76.2769256718824
12.7948109,79.0006410968549
10.9094334,78.3665347
12.9791198,77.5912997
1.357107,103.8194992
12.7948109,79.0006410968549
13.31217355,79.59793429354428
18.521428,73.8544541
10.9094334,78.3665347
28.6138954,77.2090057
26.9154576,75.8189817
18.521428,73.8544541
12.7328844,77.8309478
30.3255646,78.0436813
17.360589,78.4740613
12.9791198,77.5912997
12.94514225,77.55364499971128
37.7884969,-122.3558473
19.0759899,72.8773928
14.5203896,75.7223521
17.360589,78.4740613
12.94514225,77.55364499971128
17.360589,78.4740613
12.9791198,77.5912997
12.94514225,77.55364499971128
37.7884969,-122.3558473
19.0759899,72.8773928
14.5203896,75.7223521
17.360589,78.4740613
12.94514225,77.55364499971128
18.521428,73.8544541
51.496561,-0.3252481416413374
24.4538352,54.3774014
28.42826235,77.00270014657752
51.5887845,4.7760237
28.711241,77.4445372
18.521428,73.8544541
12.94514225,77.55364499971128
10.9094334,78.3665347
17.360589,78.4740613
28.6138954,77.2090057
28.42826235,77.00270014657752
19.0759899,72.8773928
28.5707841,77.3271074
17.360589,78.4740613
15.5880444,73.8136813
25.074282349999997,55.18853865430702
40.7127281,-74.0060152
12.94514225,77.55364499971128
28.6517178,77.2219388
28.6517178,77.2219388
17.360589,78.4740613
24.578721,73.6862571
26.8381,80.9346001
52.865196,-7.9794599
13.0836939,80.270186
-22.1646782,144.5844903
19.0759899,72.8773928
25.074282349999997,55.18853865430702
-6.1753942,106.827183
52.5001698,5.7480821
28.6517178,77.2219388
26.1513079,91.79338049525902
13.0836939,80.270186
12.94514225,77.55364499971128
13.0836939,80.270186
24.0002488,53.9994829
13.0836939,80.270186
17.360589,78.4740613
52.865196,-7.9794599
26.4402119,80.26930513416637
23.0216238,72.5797068
19.0759899,72.8773928
12.94514225,77.55364499971128
28.42826235,77.00270014657752
12.94514225,77.55364499971128
28.42826235,77.00270014657752
12.94514225,77.55364499971128
10.9094334,78.3665347
13.0836939,80.270186
18.521428,73.8544541
12.94514225,77.55364499971128
13.0836939,80.270186
12.9791198,77.5912997
-37.974834200000004,145.23180665471432
17.360589,78.4740613
12.94514225,77.55364499971128
18.521428,73.8544541
12.94514225,77.55364499971128
46.603354,1.8883335
28.42826235,77.00270014657752
12.94514225,77.55364499971128
12.94514225,77.55364499971128
18.521428,73.8544541
13.0836939,80.270186
28.6517178,77.2219388
53.550341,10.000654
51.496561,-0.3252481416413374
44.6697996,-74.9813349
28.42826235,77.00270014657752
33.4255056,-111.9400091
17.360589,78.4740613
11.6612012,78.1602498
12.94514225,77.55364499971128
19.0759899,72.8773928
40.7127281,-74.0060152
17.360589,78.4740613
10.9094334,78.3665347
13.0836939,80.270186
12.9791198,77.5912997
17.360589,78.4740613
17.530243050000003,78.39788967664461
10.9094334,78.3665347
13.0836939,80.270186
-37.974834200000004,145.23180665471432
51.999457199999995,4.362724538543995
25.3336984,51.2295295
12.94514225,77.55364499971128
22.3511148,78.6677428
28.5707841,77.3271074
10.9094334,78.3665347
17.360589,78.4740613
11.10684475,76.10995510466662
24.0002488,53.9994829
28.6517178,77.2219388
12.9791198,77.5912997
12.94514225,77.55364499971128
25.3336984,51.2295295
12.94514225,77.55364499971128
17.360589,78.4740613
10.9094334,78.3665347
15.9240905,80.1863809
12.94514225,77.55364499971128
14.5203896,75.7223521
21.2379469,81.6336833
28.6517178,77.2219388
1.357107,103.8194992
26.8381,80.9346001
15.9240905,80.1863809
37.7884969,-122.3558473
28.4029786,77.3103837
12.9791198,77.5912997
10.0118206,76.2769256718824
23.8143419,77.5340719
26.8105777,73.7684549
22.2973142,73.1942567
37.3688301,-122.036349
12.94514225,77.55364499971128
28.711241,77.4445372
-37.7308099,144.9282189
18.521428,73.8544541
24.0002488,53.9994829
19.0759899,72.8773928
12.9722943,77.5829172
25.3356491,83.0076292
18.521428,73.8544541
25.074282349999997,55.18853865430702
12.94514225,77.55364499971128
49.1810037,-0.3698915
12.9791198,77.5912997
22.2973142,73.1942567
12.94514225,77.55364499971128
-33.8548157,151.2164539
12.9791198,77.5912997
19.0759899,72.8773928
51.5073219,-0.1276474
22.7203616,75.8681996
24.0002488,53.9994829
13.0836939,80.270186
12.94514225,77.55364499971128
45.4972159,-73.6103642
12.7948109,79.0006410968549
1.357107,103.8194992
12.94514225,77.55364499971128
51.5700147,0.074501
13.0836939,80.270186
19.0759899,72.8773928
1.357107,103.8194992
26.9154576,75.8189817
25.3461498,55.4210633
43.6534817,-79.3839347
47.3744489,8.5410422
18.521428,73.8544541
14.5203896,75.7223521
51.487247,-0.122859
28.69854835,77.21939141568413
12.9791198,77.5912997
15.9240905,80.1863809
18.521428,73.8544541
28.42826235,77.00270014657752
-24.7761086,134.755
43.5896231,-79.6443879
17.360589,78.4740613
43.7146484,-79.58875654053686
18.521428,73.8544541
20.2667774,85.8435592
13.151597500000001,78.73566699433798
12.94514225,77.55364499971128
28.6517178,77.2219388
24.0002488,53.9994829
51.4920057,-0.1718178
52.865196,-7.9794599
10.0118206,76.2769256718824
-33.8548157,151.2164539
51.4392648,5.478633
45.4972159,-73.6103642
60.1674881,24.9427473
13.0836939,80.270186
11.0018115,76.9628425
24.0002488,53.9994829
10.9094334,78.3665347
10.9094334,78.3665347
28.6138954,77.2090057
57.1482429,-2.0928095
-37.974834200000004,145.23180665471432
-33.8548157,151.2164539
12.94514225,77.55364499971128
12.9791198,77.5912997
61.0666922,-107.991707
19.0759899,72.8773928
12.94514225,77.55364499971128
12.94514225,77.55364499971128
26.9154576,75.8189817
28.5707841,77.3271074
51.5375102,-0.14570312355371628
59.6749712,14.5208584
43.9595998,-78.1677784
28.711241,77.4445372
47.659216,9.1750718
28.6517178,77.2219388
43.7146484,-79.58875654053686
19.1943294,72.9701779
24.0002488,53.9994829
28.42826235,77.00270014657752
48.1371079,11.5753822
18.521428,73.8544541
18.521428,73.8544541
19.0759899,72.8773928
13.0836939,80.270186
19.0759899,72.8773928
11.6612012,78.1602498
51.5073219,-0.1276474
25.3336984,51.2295295
26.8105777,73.7684549
24.0002488,53.9994829
17.4443054,78.3627759
12.94514225,77.55364499971128
-37.8142176,144.9631608
10.9094334,78.3665347
23.3700354,85.3250132
13.0836939,80.270186
17.360589,78.4740613
61.0666922,-107.991707
42.6511674,-73.754968
13.0836939,80.270186
13.0836939,80.270186
29.7589382,-95.3676974
30.6598628,104.0633717
60.2241869,24.6603626
29.2733964,47.4979476
12.9791198,77.5912997
39.9527237,-75.1635262
-33.8548157,151.2164539
18.521428,73.8544541
13.0836939,80.270186
12.94514225,77.55364499971128
14.4493717,79.9873763
12.94514225,77.55364499971128
12.9791198,77.5912997
25.2856329,51.5264162
28.6517178,77.2219388
43.7146484,-79.58875654053686
12.7948109,79.0006410968549
10.9094334,78.3665347
12.94514225,77.55364499971128
12.94514225,77.55364499971128
22.3511148,78.6677428
12.94514225,77.55364499971128
-37.8142176,144.9631608
51.5996919,-0.1008287
22.5726723,88.3638815
48.5236164,9.0535531
13.0836939,80.270186
12.94514225,77.55364499971128
15.9240905,80.1863809
25.074282349999997,55.18853865430702
19.0759899,72.8773928
29.0,76.0
12.94514225,77.55364499971128
19.0759899,72.8773928
22.555454,114.0543297
28.4646148,77.0299194
10.3528744,76.5120396
12.94514225,77.55364499971128
23.5882019,58.3829448
44.8709699,-0.5474899
48.7084162,9.0035455
28.4646148,77.0299194
12.94514225,77.55364499971128
13.0836939,80.270186
20.5431241,84.6897321
44.8709699,-0.5474899
10.9094334,78.3665347
6.4550575,3.3941795
23.2584857,77.401989
42.2359045,-77.3750862
26.2967719,73.0351433
13.0836939,80.270186
13.0836939,80.270186
-37.8203955,145.0025153
28.6517178,77.2219388
28.6517178,77.2219388
13.0836939,80.270186
37.3361905,-121.890583
10.9094334,78.3665347
51.53567735,0.004126266166666528
-36.852095,174.7631803
23.5882019,58.3829448
18.521428,73.8544541
17.360589,78.4740613
25.6242618,42.3528328
24.0002488,53.9994829
24.0002488,53.9994829
47.6694141,-122.1238767
-33.8548157,151.2164539
43.451291,-80.4927815
10.9094334,78.3665347
43.6534817,-79.3839347
-37.8668218,145.0021657
9.8971914,78.1365192
10.9094334,78.3665347
45.4972159,-73.6103642
12.9791198,77.5912997
45.5202471,-122.6741949
28.42826235,77.00270014657752
12.94514225,77.55364499971128
18.521428,73.8544541
8.8879509,76.5955013
28.6517178,77.2219388
10.0118206,76.2769256718824
12.94514225,77.55364499971128
51.487247,-0.122859
17.360589,78.4740613
-24.7761086,134.755
25.3336984,51.2295295
49.2608724,-123.1139529
10.9094334,78.3665347
10.9094334,78.3665347
12.94514225,77.55364499971128
12.6840886,79.9836371
12.9791198,77.5912997
28.4646148,77.0299194
1.357107,103.8194992
49.2608724,-123.1139529
12.94514225,77.55364499971128
18.521428,73.8544541
28.42826235,77.00270014657752
22.5726723,88.3638815
9.6287383,76.64553257124857
25.3336984,51.2295295
13.0836939,80.270186
24.0002488,53.9994829
22.3511148,78.6677428
19.0759899,72.8773928
29.2733964,47.4979476
28.485169399999997,77.19637972381611
-37.8722432,144.6084185
39.7683331,-86.1583502
15.9240905,80.1863809
12.94514225,77.55364499971128
15.9240905,80.1863809
25.074282349999997,55.18853865430702
10.9094334,78.3665347
22.5726723,88.3638815
12.94514225,77.55364499971128
12.94514225,77.55364499971128
28.6138954,77.2090057
12.94514225,77.55364499971128
13.0836939,80.270186
51.5073219,-0.1276474
-37.8752637,145.1281258
12.94514225,77.55364499971128
10.9094334,78.3665347
18.521428,73.8544541
10.9094334,78.3665347
17.360589,78.4740613
17.360589,78.4740613
24.0002488,53.9994829
13.0836939,80.270186
26.9154576,75.8189817
12.94514225,77.55364499971128
13.0836939,80.270186
-27.4689682,153.0234991
-22.9831448,-43.362847
11.9398285,79.4945645
12.94514225,77.55364499971128
13.0836939,80.270186
-33.8548157,151.2164539
50.938361,6.959974
13.0836939,80.270186
18.30062535,-77.28470009043295
28.5707841,77.3271074
22.3511148,78.6677428
25.6242618,42.3528328
13.0836939,80.270186
1.357107,103.8194992
19.0759899,72.8773928
12.94514225,77.55364499971128
28.6517178,77.2219388
18.9068356,75.6741579
12.94514225,77.55364499971128
17.360589,78.4740613
12.94514225,77.55364499971128
10.9301522,78.08485454572889
28.6138954,77.2090057
17.360589,78.4740613
37.3228934,-122.0322895
37.7790262,-122.419906
